,name,latitude,longitude,description
216,Residència Assistida Virgen de las Nieves,41.38672968161118,2.159145728480447,elderly_homes
217,Residència Assistida per a Gent Gran Via Comfort,41.39599759950628,2.1774432963199,elderly_homes
218,Llar Residència,41.41175062645051,2.199398815699002,elderly_homes
219,Residència Assistida per a Gent Gran Aura,41.4002624447004,2.14157693438819,elderly_homes
220,Residència Assistida per a Gent Gran Les Corts,41.3880090728069,2.139174475491641,elderly_homes
221,Residencial Augusta Park,41.39993965005599,2.138462253613187,elderly_homes
222,Residència Assistida Joan XXIII,41.42016003924655,2.175392415496815,elderly_homes
223,Residència Assistida per a Gent Gran Lepant Residencial,41.411331844775624,2.167447077619632,elderly_homes
224,Residència Assistida per a Gent Gran Amavir Horta,41.43521564306575,2.148816193559486,elderly_homes
225,Residència Assistida per a Gent Gran Baró,41.42270677053168,2.177841892019193,elderly_homes
226,Residència Assistida per a Gent Gran Venero,41.40145301163167,2.201968236517395,elderly_homes
227,Residència Assistida Ama-Lur,41.394838585972444,2.165953101871394,elderly_homes
228,Residència Assistida per a Gent Gran Urquinaona II,41.38913817866303,2.172469692755333,elderly_homes
229,Residència Assistida per a Gent Gran Royal Llar,41.3971249588017,2.178064789229422,elderly_homes
230,Residència Assistencial per a Gent Gran San Pedro,41.39080644366871,2.178061866245457,elderly_homes
231,Residència Assistida per a Gent Gran Ricard Julià,41.39392596565657,2.1647389423684382,elderly_homes
232,Residència Assistida per a Gent Gran Pedrell,41.424678289245506,2.166306671645382,elderly_homes
233,Residència Assistida per a Gent Gran La Pau,41.38895867435591,2.1613856530017,elderly_homes
234,Residència Assistida per a Gent Gran Verge del Roser,41.39323951913919,2.176031912386756,elderly_homes
235,Residència Assistida per a Gent Gran la Nativitat de Nostra Senyora,41.39411711891257,2.130816042706822,elderly_homes
236,Residència Assistida per a Gent Gran Molí - Via Favencia,41.444710404857645,2.181211882028885,elderly_homes
